index,SMILES,Fragments
430,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)/C(=C/c1ccc3c(c1)Oc1c(N3C[C@H](CCCC)CC)cccc1)/C#N)c(=O)n(c2c1ccc(s1)c1ccc(cc1)/C(=C\c1ccc2c(c1)Oc1c(N2C[C@H](CCCC)CC)cccc1)/C#N)C[C@H](CCCC)CC)CC,
431,CCCC[C@H](C[Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)C[C@H](CCCC)CC)c1c(F)c(F)c(c2c1nsn2)c1sc2c(c1)[Si@](c1c2sc(c1)c1ccc(s1)c1ccc(s1)C[C@H](CCCC)CC)(C[C@@H](CCCC)CC)C[C@H](CCCC)CC)CC,
432,N#C[C]([C]1[C]([CH]c2ccc(s2)c2ccc(s2)c2ccc(s2)N(c2ccc(cc2)C)c2ccc(cc2)C)C(=O)c2c1cccc2)C#N,
433,CCCC[C@H](CN1C(=O)[C]([CH]c2ccc(s2)c2ccc(s2)c2ccc(s2)N(c2ccc(cc2)C)c2ccc(cc2)C)C(=C(C1=O)C#N)C)CC,
434,COCCOC(=O)/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C#N,
435,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c3sc(cc3C(c1c2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(F)c(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1c(F)c(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC,
436,CCCCCCn1nc2c(n1)c(c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@H](CCCC)CC)c(c(c2c1ccc(s1)c1c(F)c(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)F)F,
437,Cl[Al]123N4C5N=c6n3c(=NC3N1C(=Nc1n2c(N=C4C2C5CCCC2)c2c1cccc2)C1C3CCCC1)c1c6cccc1,
438,CCCC[C@H](CN1C(=S)S/C(=C\2/[C@H]3C=C[C@H](C=C3C3=C[C@@H](C=C[C@H]23)N(c2ccc(cc2)OC)c2ccc(cc2)OC)N(c2ccc(cc2)OC)c2ccc(cc2)OC)/C1=O)CC,
439,CCCC[C@H](CN1C(=S)S/C(=C\2/[C@H]3C=C[C@H](C=C3C3=C[C@@H](C=C[C@H]23)N([C@@H]2C=CCC=C2)[C@@H]2C=CCC=C2)N([C@@H]2C=CCC=C2)[C@@H]2C=CCC=C2)/C1=O)CC,
442,Fc1ccc(cc1)c1oc2c(c1)n1c(c2)[CH]c2n([B]1(F)F)c1cc(oc1c2)c1ccc(cc1)F,
443,CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(s3)c3n(CCCCCCCC)c(=O)c4c3c(=O)n(c4c3ccc(s3)c3ccc4c(c3)C(=O)N(C4=O)C[C@H](CCCC)CC)CCCCCCCC)ccc2c2c1cc(C#Cc1ccc(s1)c1n(CCCCCCCC)c(=O)c3c1c(=O)n(c3c1ccc(s1)c1ccc3c(c1)C(=O)N(C3=O)C[C@H](CCCC)CC)CCCCCCCC)cc2,
444,CCCC[C@@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/C(=O)OCC)CCCCCCCC)c1ccc(s1)C[C@H](CCCC)CC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/C(=O)OCC)CCCCCCCC)CC,
445,CCCC[C@H](Cn1c(c2ccc(s2)c2cc(F)c(cc2F)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@@H](CCCC)CC)c1cccs1)CC,
446,CCCC[C@H](Cn1c(c2ccc(s2)c2cc(c(s2)c2sc(cc2F)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)F)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1cccs1)CC,
447,CCCCCCc1ccc(s1)c1ccc(s1)c1cc(F)c(c2c1nsn2)c1ccc(s1)c1ccc2c(c1)[C@](C[C@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c2sc(c1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC,
448,CCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc2c(c1)[C@](C[C@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c2sc(c1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC,
449,Cl[B]12n3c4nc5n2c(nc2n1c(nc3c1c4cccc1)c1c2cccc1)c1c5cccc1,
450,CCn1c(=O)c2c(c1c1ccc(s1)C#C/C/1=C\3/N=C(c4c3cccc4)/C=c/3\[nH]/c(=C(\C4=N/C(=C\c5[nH]c1c1ccccc51)/c1ccccc41)/C#Cc1ccc(s1)c1n(CC)c(=O)c4c1c(=O)n(c4c1cccs1)CC)/c1c3cccc1)c(=O)n(c2c1cccs1)CC,
451,CCCC[C@H](C[Ge]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(s1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,
452,CCCC[C@H](CN1C(=O)/C(=C/2\c3sc(cc3N(C2=O)C[C@@H](CCCC)CC)c2ccc(s2)N(c2ccc(cc2)C)c2ccc(cc2)C)/c2c1cc(s2)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C)CC,
453,CCCC[C@H](CN1C(=O)/C(=C/2\c3sc(cc3N(C2=O)C[C@@H](CCCC)CC)c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)/c2c1cc(s2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)CC,
454,CCCC[C@H](CN1C(=O)/C(=C/2\c3sc(cc3N(C2=O)C[C@@H](CCCC)CC)c2ccc(cc2)n2c3ccccc3c3c2cccc3)/c2c1cc(s2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)CC,
455,CCCC[C@H](CN1C(=O)/C(=C/2\c3sc(cc3N(C2=O)C[C@@H](CCCC)CC)n2c3ccccc3c3c2cccc3)/c2c1cc(s2)n1c2ccccc2c2c1cccc2)CC,
456,CCCC[C@H](Cc1ccc(s1)[C@]1(c2ccc(s2)C[C@H](CCCC)CC)c2cc(sc2c2c1cc1c3sc(cc3[C@@](c1c2)(c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,
457,CCCC[C@H](Cc1ccc(s1)[C@]1(c2ccc(s2)C[C@H](CCCC)CC)c2cc(sc2c2c1cc1c3sc(cc3[C@@](c1c2)(c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1ccc([se]1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc([se]1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,
458,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1cc2c(s1)c1c(C32c2cc(ccc2c2c3cc(cc2)C(C)(C)C)C(C)(C)C)cc(s1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CCCCCCCC,
459,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1sc2c(c1)C1(c3c2sc(c3)c2sc(c(c2)CCCCCCCC)c2ccc(s2)c2sc(cc2CCCCCCCC)/C=C/2\SC(=S)N(C2=O)CC)c2cc(ccc2c2c1cc(cc2)C(C)(C)C)C(C)(C)C,
460,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(N(C1=O)CC)[C](C#N)C#N)c1cc2c(s1)c1c(C32c2cc(ccc2c2c3cc(cc2)C(C)(C)C)C(C)(C)C)cc(s1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(N(C1=O)CC)[C](C#N)C#N)CCCCCCCC,
461,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)C=C(C#N)C#N)c1ccc(s1)C=C(C#N)C#N,
463,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)OCC)/C#N)c1ccc(s1)/C=C(\C(=O)OCC)/C#N,
464,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)NCCCCCC)/C#N)c1ccc(s1)/C=C(\C(=O)NCCCCCC)/C#N,
465,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)C=C(C#N)C#N)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCCCCCCCC)ccc(c1)c1ccc(s1)C=C(C#N)C#N,
466,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)OCC)/C#N)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCCCCCCCC)ccc(c1)c1ccc(s1)/C=C(\C(=O)OCC)/C#N,
468,CCCCCCNC(=O)/C(=C\c1ccc(s1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCCCCCCCC)ccc(c1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCCCCCCCC)ccc(c1)c1ccc(s1)/C=C(\C(=O)NCCCCCC)/C#N)/C#N,
469,CCCCCCCCn1c(=O)c2c(c1c1ccc(s1)C#Cc1ccc3c(c1)C(=O)N(C3=O)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CCCCCCCC,
470,N#C/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(cc1)/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C#N,
473,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)C1=[S]c2c(C1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@@H](CCCC)CC)cc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)c1ccc(s1)C[C@H](CCCC)CC)c1sc2c(c1)c(c1ccc(s1)C[C@@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)cc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)CC,
474,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)[C@H]1[S]=C(c2c1cc1C(=[S][C@H](c1c2)C[C@H](CCCC)CC)C[C@@H](CCCC)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC,
475,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,
476,CCCCCC[C@@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C/1\C(=O)c2c(C1=O)cccc2F)c1ccc(s1)C[C@H](CCCCCC)CCCC)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)/C=C/1\C(=O)c2c(C1=O)cccc2F)CCCC,
477,CCCCCCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)c(F)ccc2F)c1ccc(s1)C[C@@H](CCCCCCCC)CCCCCC)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)c(F)ccc2F)CCCCCC,
478,CCCCCCCCN1C(=S)S/C(=C\c2sc(c(c2)CCCCCCCC)c2ccc(s2)c2sc(c3c2cc(s3)C[C@H](CCCC)CC)c2sc(c3c2C(=O)N(C3=O)C[C@@H](CCCC)CC)c2sc(c3c2sc(c3)C[C@H](CCCC)CC)c2ccc(s2)c2sc(cc2CCCCCCCC)[CH]C2=[S]C(=S)N(C2=O)CCCCCCCC)/C1=O,
479,CCCCCCCCCCn1c2cc(sc2c2c(c1=O)cc(s2)c1c(F)c(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1c(F)c(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC,
480,CCCCCCCC[C@H](CCc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)c(F)ccc2F)c1ccc(s1)CC[C@H](CCCCCCCC)CCCCCC)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)c(F)ccc2F)CCCCCC,
481,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]N(C(=S)C1=O)CC)c1cc2c(s1)c(c1ccc(s1)[Si](CCC)(CCC)CCC)c1c(c2c2ccc(s2)[Si](CCC)(CCC)CCC)sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SN(C(=S)C1=O)CC,
482,CCC[Si](c1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC)c1ccc(s1)[Si](CCC)(CCC)CCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC)(CCC)CCC,
483,[H]C(C([H])C1C(CCC2SC(C([H])C2[H])C2C3C(O)N(C(C4SC([H])C([H])C4[H])C3C(O)N2C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C2C(C3C(C(CCC4SC(C([H])C4[H])C4C5C(O)N(C(C6SC([H])C([H])C6[H])C5C(O)N4C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])C([H])C4SC(C([H])C4[H])C4C5C([H])C([H])C6C(C7C([H])C([H])C8C(C9C([H])C([H])C%10C(C%11C([H])C([H])C4N%11[Zn](N56)(N78)N9%10)C4C([H])C([H])C([H])C([H])C4[H])C4C([H])C([H])C([H])C([H])C4[H])C4C([H])C([H])C([H])C([H])C4[H])N3[B](F)(F)N12)C([H])([H])[H])C1C(C([H])C(C([H])C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1SC(C([H])C1[H])C1C2C([H])C([H])C3C(C4C([H])C([H])C5C(C6C([H])C([H])C7C(C8C([H])C([H])C1N8[Zn](N23)(N45)N67)C1C([H])C([H])C([H])C([H])C1[H])C1C([H])C([H])C([H])C([H])C1[H])C1C([H])C([H])C([H])C([H])C1[H],
484,Cc1ccc(s1)c1sc(cc1c1ccc(s1)C)/C=C/c1cc(c(s1)c1ccc(s1)C)c1ccc(s1)C,
486,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)C#N)c1ccc(c2c1nsn2)C#N,
487,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1cc(F)c(c2c1nsn2)C#N)c1cc(F)c(c2c1nsn2)C#N,
488,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)C#N)c1c(F)cc(c2c1nsn2)C#N,
489,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1c(F)c(F)c(c2c1nsn2)C#N)c1c(F)c(F)c(c2c1nsn2)C#N,
490,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc(cc1C[C@@H](CCCC)CC)C=C1C(=O)c2c(C1=O)cccc2)c1sc(cc1C[C@H](CCCC)CC)C=C1C(=O)c2c(C1=O)cccc2,
491,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc2c(c1C[C@@H](CCCC)CC)sc(c2)C=C1C(=O)c2c(C1=O)cccc2)c1sc2c(c1C[C@H](CCCC)CC)sc(c2)C=C1C(=O)c2c(C1=O)cccc2,
492,CCCC[C@H](CN1C(=O)c2c(C1=O)cc(cc2)C#Cc1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CC,
493,CCCC[C@@H](COc1ccc2c3c1c1c(OC[C@@H](CCCC)CC)ccc4c1c1c3c(c3c2cc(s3)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1c1c4cc(s1)c1csc(c1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@@H](CCCC)CC)nsn2)CC,
494,CCCC[C@@H](COc1ccc2c3c1c1c(OC[C@@H](CCCC)CC)ccc4c1c1c3c(c3c2cc(s3)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1c1c4cc(s1)c1csc(c1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@@H](CCCC)CC)nn(n2)C[C@H](CCCC)CC)CC,
495,CCCCCCc1cc(sc1/C=C/c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)[CH]C1=[S]C(=S)N(C1=O)CCCCCC)c1sc(cc1CCCCCC)[CH]C1=[S]C(=S)N(C1=O)CCCCCC,
496,CCCCCCN1C(=S)S/C(=C/c2cc(c(s2)c2ccc(s2)c2cc(c(s2)/C=C/c2sc(cc2CCCCCC)c2ccc(s2)c2sc(cc2CCCCCC)[CH]C2=[S]C(=S)N(C2=O)CCCCCC)CCCCCC)CCCCCC)/C1=O,
497,CCCCCCN1C(S/C(=C/c2sc(c(c2)CCCCCC)c2sc(c(c2)CCCCCC)/C=C/c2sc(cc2CCCCCC)c2sc(cc2CCCCCC)[CH]C2SC(=C(C#N)C#N)N(C2=O)CCCCCC)/C1=O)[C](C#N)C#N,
498,CCCCCCc1cc(sc1/C=C/c1sc(cc1CCCCCC)c1ccc(s1)c1sc(cc1CCCCCC)/C=C\1/SC(N(C1=O)CCCCCC)[C](C#N)C#N)c1ccc(s1)c1sc(cc1CCCCCC)/C=C/1\SC(N(C1=O)CCCCCC)[C](C#N)C#N,
499,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc(c(s1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c(=O)n(c2c1ccc(s1)c1cc(c(s1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
500,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc(c(s1)c1cccs1)c1cccs1)c(=O)n(c2c1ccc(s1)c1cc(c(s1)c1cccs1)c1cccs1)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
501,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c(=O)n(c2c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
502,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c(=O)n(c2c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
503,CCCCCCCC[C@H](Cn1nc2c(n1)c(ccc2c1ccc(s1)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)c1ccc(s1)c1cc2c(s1)c(c1ccc(s1)/C=C/c1ccc(s1)SC[C@@H](CCCC)CC)c1c(c2c2ccc(s2)/C=C/c2ccc(s2)SC[C@H](CCCC)CC)sc(c1)c1ccc(s1)c1ccc(c2c1nn(n2)CCCC(CCCCCC)CCCCCC)c1ccc(s1)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CCCCCC,
504,CCCC[C@@H](CSc1ccc(s1)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)SC[C@H](CCCC)CC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CC,
506,[H]C(C1SC(C([H])C1[H])C1SC(C2SC(C([H])C2[H])C2SC3C(C2[H])C(C2SC(SC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])C2[H])C2SC(C([H])C2C3C2SC(SC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])C2[H])C2SC(C([H])C2[H])C2SC(C3SC(C([H])C4SC(S)N(C4O)C([H])([H])C([H])([H])[H])C([H])C3[H])C3C2C(O)C2C(SC(C2C3O)C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C2C1C(O)C1C(SC(C1C2O)C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1SC(S)N(C1O)C([H])([H])C([H])([H])[H],
507,CCCCCCCC[C@@H](Cc1ccc(s1)/C=C/c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)/C=C/c1ccc(s1)C[C@@H](CCCCCCCC)CCCCCC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)CCCCCC,
509,CCCCCCCC[C@@H](CSc1ccc(s1)/C=C/c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)/C=C/c1ccc(s1)SC[C@@H](CCCCCCCC)CCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)c1ccc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CCCCCC,
512,CCCC[C@@H](Cn1c(c2ccc(s2)c2sc3c(c2)c(c2ccc(s2)/C=C/c2ccc(s2)C[C@@H](CCCC)CC)c2c(c3c3ccc(s3)/C=C/c3ccc(s3)C[C@H](CCCC)CC)cc(s2)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1cccs1)CC,
513,CCCCCCCCCCc1sc(cc1CCCCCCCCCC)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)OCC)/C#N)CCCCCCCC)c1cc(c(s1)CCCCCCCCCC)CCCCCCCCCC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCC)\C#N)CCCCCCCC,
514,CCCCCCCCCCc1sc(cc1CCCCCCCCCC)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC)c1cc(c(s1)CCCCCCCCCC)CCCCCCCCCC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC,
515,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,
